time,interval,encR,encL,wR,wL,wdotR,wdotL,wddotR,wddotL,pwmR,pwmL
0.03646993637084961,0.03061509132385254,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.04408693313598633,0.046462059020996094,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.0825660228729248,0.03656315803527832,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.08799195289611816,0.04521012306213379,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.11587691307067871,0.030102968215942383,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.12411284446716309,0.04069399833679199,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.15439987182617188,0.030125856399536133,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.1644890308380127,0.046446800231933594,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.19628691673278809,0.031777143478393555,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.20601201057434082,0.04608297348022461,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.235213041305542,0.03158998489379883,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.2450709342956543,0.046681880950927734,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100
0.2761080265045166,0.03057694435119629,1,0,5.235987755982988,0.0,130.8996938995747,0.0,3272.492347489367,0.0,100,100
0.28277587890625,0.046253204345703125,1,0,0.0,0.0,-130.8996938995747,0.0,-6544.984694978734,0.0,100,100
0.31511402130126953,0.030205965042114258,3,0,10.471975511965976,0.0,261.7993877991494,0.0,9817.477042468101,0.0,100,100
0.32342100143432617,0.04667305946350098,3,1,0.0,5.235987755982988,-261.7993877991494,130.8996938995747,-13089.969389957469,3272.492347489367,100,100
0.3573880195617676,0.031709909439086914,6,1,15.707963267948966,0.0,392.6990816987241,-130.8996938995747,16362.461737446836,-6544.984694978734,100,100
0.3620259761810303,0.04649996757507324,7,0,5.235987755982988,-5.235987755982988,-261.79938779914943,-130.8996938995747,-16362.461737446838,0.0,100,100
0.3981359004974365,0.031658172607421875,11,0,20.94395102393195,0.0,392.6990816987241,130.8996938995747,16362.461737446838,6544.984694978734,100,100
0.405120849609375,0.04727888107299805,10,3,-5.235987755982988,15.707963267948966,-654.4984694978735,392.6990816987241,-26179.93877991494,6544.984694978735,100,100
0.4366438388824463,0.02957892417907715,14,5,20.94395102393195,10.471975511965976,654.4984694978735,-130.89969389957474,32724.923474893676,-13089.96938995747,100,100
0.44443202018737793,0.04676985740661621,16,0,10.471975511965976,-26.17993877991494,-261.7993877991494,-916.2978572970228,-22907.44643242557,-19634.954084936202,100,100
0.47432494163513184,0.03035593032836914,21,0,26.17993877991494,0.0,392.6990816987241,654.4984694978735,16362.461737446836,39269.908169872404,100,100
0.4852728843688965,0.043994903564453125,19,8,-10.471975511965976,41.8879020478639,-916.2978572970228,1047.1975511965975,-32724.923474893672,9817.4770424681,100,100
0.5163168907165527,0.030460119247436523,22,12,15.707963267948966,20.94395102393195,654.4984694978735,-523.5987755982987,39269.908169872404,-39269.908169872404,100,100
0.5222799777984619,0.044792890548706055,25,0,15.707963267948966,-62.83185307179586,0.0,-2094.395102393195,-16362.461737446838,-39269.908169872404,100,100
0.554879903793335,0.03149700164794922,30,0,26.17993877991494,0.0,261.7993877991494,1570.7963267948965,6544.984694978734,91629.78572970227,100,100
0.5650889873504639,0.04774308204650879,26,17,-20.94395102393195,89.01179185171081,-1178.0972450961724,2225.29479629277,-35997.415822383045,16362.461737446842,100,100
0.5971469879150391,0.030627965927124023,29,22,15.707963267948966,26.17993877991494,916.2978572970228,-1570.7963267948967,52359.877559829874,-94902.27807719167,100,100
0.6033258438110352,0.046617984771728516,36,0,36.65191429188092,-115.19173063162573,523.5987755982989,-3534.2917352885165,-9817.4770424681,-49087.385212340494,100,100
0.6354658603668213,0.030192852020263672,43,0,36.65191429188092,0.0,0.0,2879.793265790643,-13089.96938995747,160352.125026979,100,100
0.6446850299835205,0.046714067459106445,32,28,-57.595865315812866,146.60765716752368,-2356.194490192345,3665.191429188092,-58904.86225480862,19634.954084936224,100,100
